#  FGT mapping, timeStamp date=20120127  time=174050
# electId,geoID,   RDO(1;2),ARM(0-4),APV(0-9;12-21),chan(0-127),    disk(1-6),quad(A-D),layer(P;R),strip(P:0-719;R0-279+400-679),   ordinate(rad;cm),lowSpan(cm;rad),upSpan(cm;rad), geoName,  stat,ped(ADC),sigPed(ADC)
22674,17845,  2,2,19,18,  4,A,R,565,   22.4194,0.053,0.784,  4AR565,   0,198.0,28.6
22675,18467,  2,2,19,19,  4,A,P,467,   0.5602,19.125,35.857,  4AP467,   0,246.0,30.0
22676,17825,  2,2,19,20,  4,A,R,545,   24.3270,0.049,0.784,  4AR545,   0,270.0,28.8
22677,18463,  2,2,19,21,  4,A,P,463,   0.5686,19.125,35.864,  4AP463,   0,258.0,27.6
22678,17839,  2,2,19,22,  4,A,R,559,   22.9916,0.052,0.784,  4AR559,   4,198.0,20.3
22679,18459,  2,2,19,23,  4,A,P,459,   0.5770,19.125,35.873,  4AP459,   0,282.0,27.4
22680,17827,  2,2,19,24,  4,A,R,547,   24.1362,0.050,0.784,  4AR547,   0,258.0,29.7
22681,18479,  2,2,19,25,  4,A,P,479,   0.5351,19.125,35.851,  4AP479,   0,258.0,27.3
22682,17828,  2,2,19,26,  4,A,R,548,   24.0408,0.050,0.784,  4AR548,   0,270.0,27.7
22683,18477,  2,2,19,27,  4,A,P,477,   0.5393,19.125,35.850,  4AP477,   0,270.0,26.0
22684,17826,  2,2,19,28,  4,A,R,546,   24.2316,0.049,0.784,  4AR546,   0,294.0,26.6
22685,18455,  2,2,19,29,  4,A,P,455,   0.5854,19.125,35.885,  4AP455,   0,258.0,28.2
22686,17824,  2,2,19,30,  4,A,R,544,   24.4223,0.049,0.784,  4AR544,   0,294.0,26.9
22687,18473,  2,2,19,31,  4,A,P,473,   0.5477,19.125,35.851,  4AP473,   0,258.0,25.6
22688,17823,  2,2,19,32,  4,A,R,543,   24.5177,0.049,0.784,  4AR543,   0,306.0,28.3
22689,18483,  2,2,19,33,  4,A,P,483,   0.5267,19.125,35.854,  4AP483,   0,282.0,23.7
22690,18447,  2,2,19,34,  4,A,P,447,   0.6021,19.125,35.917,  4AP447,   0,222.0,30.5
22691,18469,  2,2,19,35,  4,A,P,469,   0.5560,19.125,35.854,  4AP469,   0,306.0,24.8
22692,17835,  2,2,19,36,  4,A,R,555,   23.3732,0.051,0.784,  4AR555,   0,222.0,27.3
22693,18465,  2,2,19,37,  4,A,P,465,   0.5644,19.125,35.860,  4AP465,   0,306.0,24.3
22694,17822,  2,2,19,38,  4,A,R,542,   24.6131,0.049,0.784,  4AR542,   0,306.0,24.8
22695,18481,  2,2,19,39,  4,A,P,481,   0.5309,19.125,35.852,  4AP481,   0,294.0,22.8
22696,17821,  2,2,19,40,  4,A,R,541,   24.7085,0.049,0.784,  4AR541,   0,330.0,26.3
22697,18487,  2,2,19,41,  4,A,P,487,   0.5183,19.125,35.859,  4AP487,   0,318.0,24.7
22698,17836,  2,2,19,42,  4,A,R,556,   23.2778,0.052,0.784,  4AR556,   0,294.0,25.0
22699,18461,  2,2,19,43,  4,A,P,461,   0.5728,19.125,35.868,  4AP461,   0,294.0,23.5
22700,18443,  2,2,19,44,  4,A,P,443,   0.6105,19.125,35.937,  4AP443,   0,282.0,24.7
22701,18457,  2,2,19,45,  4,A,P,457,   0.5812,19.125,35.879,  4AP457,   0,270.0,25.3
22702,17820,  2,2,19,46,  4,A,R,540,   24.8039,0.048,0.784,  4AR540,   0,306.0,24.7
22703,18485,  2,2,19,47,  4,A,P,485,   0.5225,19.125,35.856,  4AP485,   0,318.0,25.1
22704,17819,  2,2,19,48,  4,A,R,539,   24.8992,0.048,0.784,  4AR539,   0,330.0,25.4
22705,18491,  2,2,19,49,  4,A,P,491,   0.5100,19.125,35.867,  4AP491,   0,318.0,23.3
22706,17850,  2,2,19,50,  4,A,R,570,   21.9425,0.055,0.784,  4AR570,   0,270.0,28.3
22707,18451,  2,2,19,51,  4,A,P,451,   0.5937,19.125,35.900,  4AP451,   0,270.0,28.7
22708,17847,  2,2,19,52,  4,A,R,567,   22.2286,0.054,0.784,  4AR567,   0,270.0,25.4
22709,17830,  2,2,19,53,  4,A,R,550,   23.8501,0.050,0.784,  4AR550,   0,294.0,23.8
22710,17844,  2,2,19,54,  4,A,R,564,   22.5147,0.053,0.784,  4AR564,   0,282.0,26.2
22711,18489,  2,2,19,55,  4,A,P,489,   0.5141,19.125,35.863,  4AP489,   0,354.0,22.5
22712,17841,  2,2,19,56,  4,A,R,561,   22.8009,0.053,0.784,  4AR561,   0,270.0,26.0
22713,17832,  2,2,19,57,  4,A,R,552,   23.6593,0.051,0.784,  4AR552,   0,282.0,24.8
22714,17842,  2,2,19,58,  4,A,R,562,   22.7055,0.053,0.784,  4AR562,   0,282.0,27.5
22715,17848,  2,2,19,59,  4,A,R,568,   22.1332,0.054,0.784,  4AR568,   0,270.0,25.0
22716,17843,  2,2,19,60,  4,A,R,563,   22.6101,0.053,0.784,  4AR563,   0,294.0,24.8
22717,17849,  2,2,19,61,  4,A,R,569,   22.0378,0.054,0.784,  4AR569,   0,306.0,25.1
22718,17818,  2,2,19,62,  4,A,R,538,   24.9946,0.048,0.784,  4AR538,   0,354.0,25.2
22719,18493,  2,2,19,63,  4,A,P,493,   0.5058,19.125,35.872,  4AP493,   0,318.0,21.7
22720,17817,  2,2,19,64,  4,A,R,537,   25.0900,0.048,0.784,  4AR537,   0,354.0,24.8
22721,18557,  2,2,19,65,  4,A,P,557,   0.3717,19.125,36.370,  4AP557,   0,306.0,22.9
22722,17792,  2,2,19,66,  4,A,R,512,   27.4745,0.044,0.784,  4AR512,   0,318.0,30.1
22723,18495,  2,2,19,67,  4,A,P,495,   0.5016,19.125,35.878,  4AP495,   0,342.0,21.7
22724,17791,  2,2,19,68,  4,A,R,511,   27.5699,0.043,0.784,  4AR511,   0,318.0,30.2
22725,18497,  2,2,19,69,  4,A,P,497,   0.4974,19.125,35.884,  4AP497,   0,330.0,21.6
22726,17816,  2,2,19,70,  4,A,R,536,   25.1854,0.048,0.784,  4AR536,   0,354.0,25.2
22727,18545,  2,2,19,71,  4,A,P,545,   0.3968,19.125,36.226,  4AP545,   0,318.0,20.7
22728,17815,  2,2,19,72,  4,A,R,535,   25.2808,0.047,0.784,  4AR535,   0,354.0,24.8
22729,18499,  2,2,19,73,  4,A,P,499,   0.4932,19.125,35.891,  4AP499,   0,330.0,21.5
22730,17789,  2,2,19,74,  4,A,R,509,   27.7606,0.043,0.784,  4AR509,   0,354.0,33.9
22731,18541,  2,2,19,75,  4,A,P,541,   0.4052,19.125,36.183,  4AP541,   0,318.0,21.6
22732,17790,  2,2,19,76,  4,A,R,510,   27.6653,0.043,0.784,  4AR510,   0,306.0,33.7
22733,18501,  2,2,19,77,  4,A,P,501,   0.4890,19.125,35.899,  4AP501,   0,354.0,21.9
22734,17814,  2,2,19,78,  4,A,R,534,   25.3761,0.047,0.784,  4AR534,   0,330.0,24.9
22735,17801,  2,2,19,79,  4,A,R,521,   26.6161,0.045,0.784,  4AR521,   0,330.0,25.4
22736,17813,  2,2,19,80,  4,A,R,533,   25.4715,0.047,0.784,  4AR533,   0,342.0,26.7
22737,18503,  2,2,19,81,  4,A,P,503,   0.4848,19.125,35.907,  4AP503,   0,378.0,22.1
22738,18559,  2,2,19,82,  4,A,P,559,   0.3675,19.125,36.397,  4AP559,   0,330.0,26.6
22739,18537,  2,2,19,83,  4,A,P,537,   0.4136,19.125,36.143,  4AP537,   0,318.0,21.1
22740,18553,  2,2,19,84,  4,A,P,553,   0.3801,19.125,36.319,  4AP553,   0,342.0,23.3
22741,18505,  2,2,19,85,  4,A,P,505,   0.4806,19.125,35.916,  4AP505,   0,318.0,21.3
22742,17812,  2,2,19,86,  4,A,R,532,   25.5669,0.047,0.784,  4AR532,   0,354.0,26.7
22743,18529,  2,2,19,87,  4,A,P,529,   0.4304,19.125,36.071,  4AP529,   0,354.0,23.1
22744,17811,  2,2,19,88,  4,A,R,531,   25.6623,0.047,0.784,  4AR531,   0,354.0,27.7
22745,18509,  2,2,19,89,  4,A,P,509,   0.4722,19.125,35.935,  4AP509,   0,354.0,22.9
22746,17799,  2,2,19,90,  4,A,R,519,   26.8068,0.045,0.784,  4AR519,   0,306.0,46.0
22747,18507,  2,2,19,91,  4,A,P,507,   0.4764,19.125,35.925,  4AP507,   0,342.0,22.7
22748,17810,  2,2,19,92,  4,A,R,530,   25.7577,0.047,0.784,  4AR530,   0,354.0,27.7
22749,18525,  2,2,19,93,  4,A,P,525,   0.4387,19.125,36.038,  4AP525,   0,342.0,22.8
22750,17809,  2,2,19,94,  4,A,R,529,   25.8530,0.046,0.784,  4AR529,   0,354.0,28.4
22751,18521,  2,2,19,95,  4,A,P,521,   0.4471,19.125,36.009,  4AP521,   0,354.0,22.7
22752,17794,  2,2,19,96,  4,A,R,514,   27.2837,0.044,0.784,  4AR514,   0,318.0,29.0
22753,18513,  2,2,19,97,  4,A,P,513,   0.4639,19.125,35.957,  4AP513,   0,342.0,22.2
22754,17793,  2,2,19,98,  4,A,R,513,   27.3791,0.044,0.784,  4AR513,   0,318.0,28.8
22755,18511,  2,2,19,99,  4,A,P,511,   0.4681,19.125,35.946,  4AP511,   0,354.0,22.0
22756,17796,  2,2,19,100,  4,A,R,516,   27.0930,0.044,0.784,  4AR516,   0,306.0,29.5
22757,18517,  2,2,19,101,  4,A,P,517,   0.4555,19.125,35.982,  4AP517,   0,330.0,21.0
22758,17808,  2,2,19,102,  4,A,R,528,   25.9484,0.046,0.784,  4AR528,   0,354.0,26.7
22759,18533,  2,2,19,103,  4,A,P,533,   0.4220,19.125,36.106,  4AP533,   0,318.0,23.2
22760,17807,  2,2,19,104,  4,A,R,527,   26.0438,0.046,0.784,  4AR527,   0,366.0,26.2
22761,18515,  2,2,19,105,  4,A,P,515,   0.4597,19.125,35.969,  4AP515,   0,342.0,22.4
22762,17806,  2,2,19,106,  4,A,R,526,   26.1392,0.046,0.784,  4AR526,   0,342.0,27.3
22763,18531,  2,2,19,107,  4,A,P,531,   0.4262,19.125,36.088,  4AP531,   0,330.0,23.6
22764,17795,  2,2,19,108,  4,A,R,515,   27.1884,0.044,0.784,  4AR515,   0,354.0,30.3
22765,18527,  2,2,19,109,  4,A,P,527,   0.4345,19.125,36.054,  4AP527,   0,378.0,22.9
22766,17805,  2,2,19,110,  4,A,R,525,   26.2346,0.046,0.784,  4AR525,   0,330.0,28.1
22767,18523,  2,2,19,111,  4,A,P,523,   0.4429,19.125,36.023,  4AP523,   0,366.0,23.5
22768,17798,  2,2,19,112,  4,A,R,518,   26.9022,0.045,0.784,  4AR518,   0,342.0,32.2
22769,18519,  2,2,19,113,  4,A,P,519,   0.4513,19.125,35.995,  4AP519,   0,354.0,23.5
22770,17797,  2,2,19,114,  4,A,R,517,   26.9976,0.044,0.784,  4AR517,   0,330.0,31.9
22771,18543,  2,2,19,115,  4,A,P,543,   0.4010,19.125,36.204,  4AP543,   0,330.0,22.4
22772,17804,  2,2,19,116,  4,A,R,524,   26.3299,0.046,0.784,  4AR524,   0,354.0,31.9
22773,18539,  2,2,19,117,  4,A,P,539,   0.4094,19.125,36.163,  4AP539,   0,282.0,22.9
22774,17803,  2,2,19,118,  4,A,R,523,   26.4253,0.045,0.784,  4AR523,   0,354.0,31.1
22775,18535,  2,2,19,119,  4,A,P,535,   0.4178,19.125,36.124,  4AP535,   0,354.0,26.3
22776,17800,  2,2,19,120,  4,A,R,520,   26.7115,0.045,0.784,  4AR520,   0,318.0,32.9
22777,18547,  2,2,19,121,  4,A,P,547,   0.3927,19.125,36.248,  4AP547,   0,366.0,23.9
22778,17802,  2,2,19,122,  4,A,R,522,   26.5207,0.045,0.784,  4AR522,   0,354.0,31.7
22779,18549,  2,2,19,123,  4,A,P,549,   0.3885,19.125,36.271,  4AP549,   0,354.0,24.4
22780,17788,  2,2,19,124,  4,A,R,508,   27.8560,0.043,0.784,  4AR508,   0,342.0,26.5
22781,18551,  2,2,19,125,  4,A,P,551,   0.3843,19.125,36.295,  4AP551,   0,354.0,26.5
22782,17787,  2,2,19,126,  4,A,R,507,   27.9514,0.043,0.784,  4AR507,   0,342.0,37.8
22783,18555,  2,2,19,127,  4,A,P,555,   0.3759,19.125,36.345,  4AP555,   0,594.0,29.7
22784,17776,  2,2,20,0,  4,A,R,496,   29.0006,0.041,0.784,  4AR496,   0,258.0,37.1
22785,18561,  2,2,20,1,  4,A,P,561,   0.3633,19.125,36.424,  4AP561,   0,186.0,31.2
22786,17774,  2,2,20,2,  4,A,R,494,   29.1913,0.041,0.784,  4AR494,   0,186.0,39.7
22787,18567,  2,2,20,3,  4,A,P,567,   0.3508,19.125,36.509,  4AP567,   0,198.0,28.8
22788,17770,  2,2,20,4,  4,A,R,490,   29.5729,0.041,0.784,  4AR490,   4,138.0,37.6
22789,18565,  2,2,20,5,  4,A,P,565,   0.3549,19.125,36.480,  4AP565,   0,198.0,28.5
22790,18563,  2,2,20,6,  4,A,P,563,   0.3591,19.125,36.452,  4AP563,   0,198.0,31.7
22791,18569,  2,2,20,7,  4,A,P,569,   0.3466,19.125,36.539,  4AP569,   0,198.0,27.1
22792,17773,  2,2,20,8,  4,A,R,493,   29.2867,0.041,0.784,  4AR493,   0,222.0,37.0
22793,18581,  2,2,20,9,  4,A,P,581,   0.3214,19.125,36.732,  4AP581,   0,198.0,25.2
22794,18587,  2,2,20,10,  4,A,P,587,   0.3089,19.125,36.839,  4AP587,   0,198.0,30.3
22795,18577,  2,2,20,11,  4,A,P,577,   0.3298,19.125,36.665,  4AP577,   0,210.0,27.3
22796,18591,  2,2,20,12,  4,A,P,591,   0.3005,19.125,36.913,  4AP591,   4,138.0,24.8
22797,18573,  2,2,20,13,  4,A,P,573,   0.3382,19.125,36.600,  4AP573,   0,198.0,28.4
22798,18594,  2,2,20,14,  4,A,P,594,   0.2942,11.500,36.971,  4AP594,   0,186.0,32.9
22799,18592,  2,2,20,15,  4,A,P,592,   0.2984,11.500,36.932,  4AP592,   4,138.0,28.0
22800,17782,  2,2,20,16,  4,A,R,502,   28.4283,0.042,0.784,  4AR502,   0,210.0,30.9
22801,17767,  2,2,20,17,  4,A,R,487,   29.8590,0.040,0.784,  4AR487,   0,198.0,21.4
22802,17781,  2,2,20,18,  4,A,R,501,   28.5237,0.042,0.784,  4AR501,   0,198.0,29.8
22803,18589,  2,2,20,19,  4,A,P,589,   0.3047,19.125,36.875,  4AP589,   0,198.0,25.5
22804,18599,  2,2,20,20,  4,A,P,599,   0.2837,19.125,37.071,  4AP599,   0,186.0,27.1
22805,17771,  2,2,20,21,  4,A,R,491,   29.4775,0.041,0.784,  4AR491,   0,198.0,28.3
22806,17775,  2,2,20,22,  4,A,R,495,   29.0960,0.041,0.784,  4AR495,   0,186.0,29.2
22807,18584,  2,2,20,23,  4,A,P,584,   0.3152,11.500,36.785,  4AP584,   0,186.0,25.3
22808,17766,  2,2,20,24,  4,A,R,486,   29.9544,0.040,0.784,  4AR486,   0,198.0,32.0
22809,18597,  2,2,20,25,  4,A,P,597,   0.2879,19.125,37.030,  4AP597,   0,162.0,15.4
22810,18595,  2,2,20,26,  4,A,P,595,   0.2921,19.125,36.990,  4AP595,   0,198.0,23.3
22811,18596,  2,2,20,27,  4,A,P,596,   0.2900,11.500,37.010,  4AP596,   0,198.0,27.4
22812,18598,  2,2,20,28,  4,A,P,598,   0.2858,11.500,37.050,  4AP598,   0,186.0,29.1
22813,18582,  2,2,20,29,  4,A,P,582,   0.3193,11.500,36.749,  4AP582,   0,210.0,26.2
22814,17764,  2,2,20,30,  4,A,R,484,   30.1451,0.040,0.784,  4AR484,   0,186.0,32.4
22815,18593,  2,2,20,31,  4,A,P,593,   0.2963,19.125,36.951,  4AP593,   0,186.0,21.5
22816,17763,  2,2,20,32,  4,A,R,483,   30.2405,0.040,0.784,  4AR483,   0,174.0,10.3
22817,18600,  2,2,20,33,  4,A,P,600,   0.2816,11.500,37.091,  4AP600,   0,150.0,15.4
22818,18575,  2,2,20,34,  4,A,P,575,   0.3340,19.125,36.632,  4AP575,   0,186.0,25.8
22819,17769,  2,2,20,35,  4,A,R,489,   29.6682,0.040,0.784,  4AR489,   0,210.0,26.1
22820,18586,  2,2,20,36,  4,A,P,586,   0.3110,11.500,36.820,  4AP586,   0,198.0,28.5
22821,18588,  2,2,20,37,  4,A,P,588,   0.3068,11.500,36.857,  4AP588,   0,210.0,23.2
22822,17762,  2,2,20,38,  4,A,R,482,   30.3359,0.040,0.784,  4AR482,   0,198.0,28.7
22823,17765,  2,2,20,39,  4,A,R,485,   30.0498,0.040,0.784,  4AR485,   0,174.0,14.6
22824,17761,  2,2,20,40,  4,A,R,481,   30.4313,0.039,0.784,  4AR481,   0,210.0,29.3
22825,18602,  2,2,20,41,  4,A,P,602,   0.2774,11.500,37.133,  4AP602,   0,186.0,13.8
22826,17772,  2,2,20,42,  4,A,R,492,   29.3821,0.041,0.784,  4AR492,   0,186.0,26.7
22827,18585,  2,2,20,43,  4,A,P,585,   0.3131,19.125,36.802,  4AP585,   0,210.0,20.7
22828,18571,  2,2,20,44,  4,A,P,571,   0.3424,19.125,36.569,  4AP571,   0,198.0,21.7
22829,18583,  2,2,20,45,  4,A,P,583,   0.3172,19.125,36.767,  4AP583,   0,210.0,22.7
22830,17760,  2,2,20,46,  4,A,R,480,   30.5267,0.039,0.784,  4AR480,   0,198.0,28.1
22831,18601,  2,2,20,47,  4,A,P,601,   0.2795,19.125,37.112,  4AP601,   0,186.0,11.9
22832,17759,  2,2,20,48,  4,A,R,479,   30.6220,0.039,0.784,  4AR479,   0,174.0,27.5
22833,18604,  2,2,20,49,  4,A,P,604,   0.2733,11.500,37.175,  4AP604,   0,174.0,13.8
22834,17786,  2,2,20,50,  4,A,R,506,   28.0468,0.043,0.784,  4AR506,   0,174.0,10.4
22835,18579,  2,2,20,51,  4,A,P,579,   0.3256,19.125,36.698,  4AP579,   0,198.0,24.6
22836,17783,  2,2,20,52,  4,A,R,503,   28.3329,0.042,0.784,  4AR503,   0,222.0,23.6
22837,17768,  2,2,20,53,  4,A,R,488,   29.7636,0.040,0.784,  4AR488,   0,222.0,25.9
22838,17780,  2,2,20,54,  4,A,R,500,   28.6191,0.042,0.784,  4AR500,   0,186.0,10.7
22839,18603,  2,2,20,55,  4,A,P,603,   0.2754,19.125,37.154,  4AP603,   0,186.0,17.2
22840,17777,  2,2,20,56,  4,A,R,497,   28.9052,0.041,0.784,  4AR497,   0,222.0,24.0
22841,18590,  2,2,20,57,  4,A,P,590,   0.3026,11.500,36.894,  4AP590,   6,138.0,7.9
22842,17778,  2,2,20,58,  4,A,R,498,   28.8098,0.042,0.784,  4AR498,   0,210.0,23.2
22843,17784,  2,2,20,59,  4,A,R,504,   28.2375,0.042,0.784,  4AR504,   0,198.0,25.8
22844,17779,  2,2,20,60,  4,A,R,499,   28.7144,0.042,0.784,  4AR499,   0,234.0,24.5
22845,17785,  2,2,20,61,  4,A,R,505,   28.1422,0.043,0.784,  4AR505,   0,222.0,25.4
22846,17758,  2,2,20,62,  4,A,R,478,   30.7174,0.039,0.784,  4AR478,   0,174.0,27.4
22847,18605,  2,2,20,63,  4,A,P,605,   0.2712,19.125,37.197,  4AP605,   0,174.0,13.8
22848,17757,  2,2,20,64,  4,A,R,477,   30.8128,0.039,0.784,  4AR477,   0,210.0,31.1
22849,18641,  2,2,20,65,  4,A,P,641,   0.1958,19.125,38.099,  4AP641,   4,138.0,29.4
22850,17736,  2,2,20,66,  4,A,R,456,   32.8158,0.037,0.784,  4AR456,   4,126.0,43.5
22851,18606,  2,2,20,67,  4,A,P,606,   0.2691,11.500,37.218,  4AP606,   0,210.0,24.4
22852,17735,  2,2,20,68,  4,A,R,455,   32.9112,0.036,0.784,  4AR455,   4,138.0,23.9
22853,18607,  2,2,20,69,  4,A,P,607,   0.2670,19.125,37.240,  4AP607,   0,210.0,19.4
22854,17756,  2,2,20,70,  4,A,R,476,   30.9082,0.039,0.784,  4AR476,   0,198.0,30.0
22855,18635,  2,2,20,71,  4,A,P,635,   0.2083,19.125,37.930,  4AP635,   0,186.0,25.3
22856,17755,  2,2,20,72,  4,A,R,475,   31.0036,0.039,0.784,  4AR475,   0,222.0,30.7
22857,18608,  2,2,20,73,  4,A,P,608,   0.2649,11.500,37.262,  4AP608,   0,210.0,26.1
22858,17733,  2,2,20,74,  4,A,R,453,   33.1019,0.036,0.784,  4AR453,   4,138.0,18.7
22859,18633,  2,2,20,75,  4,A,P,633,   0.2125,19.125,37.876,  4AP633,   0,198.0,25.1
22860,17734,  2,2,20,76,  4,A,R,454,   33.0065,0.036,0.784,  4AR454,   0,198.0,49.9
22861,18609,  2,2,20,77,  4,A,P,609,   0.2628,19.125,37.284,  4AP609,   0,222.0,20.0
22862,17754,  2,2,20,78,  4,A,R,474,   31.0989,0.039,0.784,  4AR474,   0,186.0,30.8
22863,17745,  2,2,20,79,  4,A,R,465,   31.9574,0.038,0.784,  4AR465,   0,186.0,32.5
22864,18612,  2,2,20,80,  4,A,P,612,   0.2565,11.500,37.352,  4AP612,   0,162.0,18.3
22865,18610,  2,2,20,81,  4,A,P,610,   0.2607,11.500,37.307,  4AP610,   0,210.0,22.0
22866,18642,  2,2,20,82,  4,A,P,642,   0.1937,11.500,38.128,  4AP642,   4,138.0,24.2
22867,18631,  2,2,20,83,  4,A,P,631,   0.2167,19.125,37.822,  4AP631,   0,210.0,14.1
22868,18639,  2,2,20,84,  4,A,P,639,   0.1999,19.125,38.042,  4AP639,   0,222.0,29.3
22869,18611,  2,2,20,85,  4,A,P,611,   0.2586,19.125,37.329,  4AP611,   0,234.0,20.0
22870,18613,  2,2,20,86,  4,A,P,613,   0.2544,19.125,37.375,  4AP613,   0,210.0,21.2
22871,18627,  2,2,20,87,  4,A,P,627,   0.2251,19.125,37.717,  4AP627,   0,234.0,14.1
22872,17752,  2,2,20,88,  4,A,R,472,   31.2897,0.038,0.784,  4AR472,   0,210.0,32.3
22873,18614,  2,2,20,89,  4,A,P,614,   0.2523,11.500,37.398,  4AP614,   0,210.0,29.7
22874,17743,  2,2,20,90,  4,A,R,463,   32.1481,0.037,0.784,  4AR463,   0,222.0,39.6
22875,17753,  2,2,20,91,  4,A,R,473,   31.1943,0.038,0.784,  4AR473,   0,210.0,30.8
22876,18616,  2,2,20,92,  4,A,P,616,   0.2481,11.500,37.445,  4AP616,   4,138.0,32.1
22877,17747,  2,2,20,93,  4,A,R,467,   31.7666,0.038,0.784,  4AR467,   0,210.0,35.4
22878,18617,  2,2,20,94,  4,A,P,617,   0.2460,19.125,37.469,  4AP617,   0,198.0,25.9
22879,18622,  2,2,20,95,  4,A,P,622,   0.2356,11.500,37.590,  4AP622,   0,210.0,33.2
22880,17738,  2,2,20,96,  4,A,R,458,   32.6250,0.037,0.784,  4AR458,   0,210.0,36.7
22881,17751,  2,2,20,97,  4,A,R,471,   31.3851,0.038,0.784,  4AR471,   0,186.0,26.2
22882,17737,  2,2,20,98,  4,A,R,457,   32.7204,0.037,0.784,  4AR457,   0,186.0,33.0
22883,18615,  2,2,20,99,  4,A,P,615,   0.2502,19.125,37.422,  4AP615,   0,210.0,19.2
22884,17740,  2,2,20,100,  4,A,R,460,   32.4343,0.037,0.784,  4AR460,   0,210.0,33.1
22885,18619,  2,2,20,101,  4,A,P,619,   0.2418,19.125,37.517,  4AP619,   0,210.0,19.2
22886,17750,  2,2,20,102,  4,A,R,470,   31.4805,0.038,0.784,  4AR470,   0,186.0,30.0
22887,18629,  2,2,20,103,  4,A,P,629,   0.2209,19.125,37.769,  4AP629,   0,210.0,20.3
22888,18620,  2,2,20,104,  4,A,P,620,   0.2397,11.500,37.541,  4AP620,   0,198.0,28.1
22889,18618,  2,2,20,105,  4,A,P,618,   0.2439,11.500,37.493,  4AP618,   0,186.0,25.8
22890,18621,  2,2,20,106,  4,A,P,621,   0.2377,19.125,37.566,  4AP621,   0,222.0,20.8
22891,18628,  2,2,20,107,  4,A,P,628,   0.2230,11.500,37.743,  4AP628,   0,222.0,27.6
22892,17739,  2,2,20,108,  4,A,R,459,   32.5296,0.037,0.784,  4AR459,   0,210.0,37.3
22893,18626,  2,2,20,109,  4,A,P,626,   0.2272,11.500,37.691,  4AP626,   0,210.0,18.1
22894,17748,  2,2,20,110,  4,A,R,468,   31.6712,0.038,0.784,  4AR468,   0,186.0,31.9
22895,18623,  2,2,20,111,  4,A,P,623,   0.2335,19.125,37.615,  4AP623,   0,210.0,20.3
22896,17742,  2,2,20,112,  4,A,R,462,   32.2435,0.037,0.784,  4AR462,   0,222.0,36.5
22897,17749,  2,2,20,113,  4,A,R,469,   31.5758,0.038,0.784,  4AR469,   0,234.0,20.7
22898,17741,  2,2,20,114,  4,A,R,461,   32.3389,0.037,0.784,  4AR461,   0,258.0,37.3
22899,18634,  2,2,20,115,  4,A,P,634,   0.2104,11.500,37.903,  4AP634,   0,222.0,31.8
22900,18624,  2,2,20,116,  4,A,P,624,   0.2314,11.500,37.641,  4AP624,   0,234.0,31.8
22901,18632,  2,2,20,117,  4,A,P,632,   0.2146,11.500,37.849,  4AP632,   0,234.0,31.5
22902,18625,  2,2,20,118,  4,A,P,625,   0.2293,19.125,37.666,  4AP625,   0,234.0,23.2
22903,18630,  2,2,20,119,  4,A,P,630,   0.2188,11.500,37.796,  4AP630,   0,246.0,30.9
22904,17744,  2,2,20,120,  4,A,R,464,   32.0527,0.037,0.784,  4AR464,   0,246.0,34.1
22905,18636,  2,2,20,121,  4,A,P,636,   0.2062,11.500,37.958,  4AP636,   0,234.0,33.3
22906,17746,  2,2,20,122,  4,A,R,466,   31.8620,0.038,0.784,  4AR466,   0,246.0,37.6
22907,18637,  2,2,20,123,  4,A,P,637,   0.2041,19.125,37.986,  4AP637,   0,222.0,26.2
22908,17732,  2,2,20,124,  4,A,R,452,   33.1973,0.036,0.784,  4AR452,   0,222.0,42.6
22909,18638,  2,2,20,125,  4,A,P,638,   0.2020,11.500,38.014,  4AP638,   0,234.0,36.8
22910,17731,  2,2,20,126,  4,A,R,451,   33.2927,0.036,0.784,  4AR451,   0,234.0,46.8
22911,18640,  2,2,20,127,  4,A,P,640,   0.1979,11.500,38.070,  4AP640,   0,462.0,42.7
22912,17722,  2,2,21,0,  4,A,R,442,   34.1511,0.035,0.784,  4AR442,   0,282.0,28.5
22913,18643,  2,2,21,1,  4,A,P,643,   0.1916,19.125,38.157,  4AP643,   0,234.0,11.1
22914,18657,  2,2,21,2,  4,A,P,657,   0.1622,19.125,38.250,  4AP657,   6,222.0,8.3
22915,18646,  2,2,21,3,  4,A,P,646,   0.1853,11.500,38.245,  4AP646,   0,222.0,12.1
22916,18664,  2,2,21,4,  4,A,P,664,   0.1476,11.500,38.250,  4AP664,   0,222.0,12.8
22917,18645,  2,2,21,5,  4,A,P,645,   0.1874,19.125,38.215,  4AP645,   0,222.0,12.4
22918,18644,  2,2,21,6,  4,A,P,644,   0.1895,11.500,38.186,  4AP644,   0,222.0,10.5
22919,18647,  2,2,21,7,  4,A,P,647,   0.1832,19.125,38.250,  4AP647,   0,222.0,11.6
22920,17720,  2,2,21,8,  4,A,R,440,   34.3419,0.035,0.784,  4AR440,   0,258.0,13.7
22921,18655,  2,2,21,9,  4,A,P,655,   0.1664,19.125,38.250,  4AP655,   0,234.0,11.3
22922,17718,  2,2,21,10,  4,A,R,438,   34.5326,0.035,0.784,  4AR438,   0,222.0,12.1
22923,17723,  2,2,21,11,  4,A,R,443,   34.0557,0.035,0.784,  4AR443,   0,222.0,19.7
22924,17716,  2,2,21,12,  4,A,R,436,   34.7234,0.035,0.784,  4AR436,   0,222.0,13.3
